name,longitude,latitude
Paris New-York,2.3626432,48.8638092
Hoshi,2.3242278,48.8403081
Le Plomb du Cantal,2.3245098,48.8406615
Les Délices du Kashmir,2.3235103,48.8424526
Baptori,2.3075929,48.8434981
Istanbul,2.3433043,48.846081
La Crêperie,2.343249,48.8469954
Pomme de Pain,2.3425487,48.8471475
Thaïsil,2.3480997,48.8677775
Paye ta Crêpe,2.3711138,48.8539758
Popine,2.3475355,48.8663251
Blend Hamburger,2.3436168,48.8658553
Domino's,2.3406359,48.8704594
Paris New-York,2.3539833,48.8719265
Sam Sushi,2.319392,48.8738866
Minami Umi,2.3200575,48.8737427
Pizzawawa,2.345603,48.860705
Pho,2.3594835,48.8264183
Kok,2.3594023,48.8265292
Le Loubnane,2.3476661,48.8512133
Jambon Beurre Cornichon,2.3402976,48.8722749
Au Bon Phô,2.3560907,48.8647269
Soon,2.3673244,48.8580917
Les Animals,2.3514904,48.8770152
Ma Kitchen,2.3512624,48.8769498
Sushi One,2.345741,48.8583433
Saucette,2.3541153,48.8620566
Sumo,2.3469745,48.84977
Sushi Tokyo,2.2883019,48.8455984
Mazeh,2.2889968,48.8453614
Stéphane Martin,2.2896645,48.8450738
Guylas,2.2893909,48.8450085
Le Manguier,2.3752729,48.8640105
Le Village,2.3751173,48.8647588
Welwitsch,2.3800665,48.8608437
Big Corner,2.3846748,48.886775
Lakshmi Bhavan,2.3440743,48.8810529
Rouleau de Printemps,2.380251,48.8724968
Pomme de Pain,2.3735428,48.8520532
Ben's,2.3712364,48.8528613
"Big Fernand ""Poissonnière""",2.3479307,48.8747358
Florentina,2.3782967,48.8609553
Léon de Bruxelles,2.3470856,48.8627554
Chez Grégoire,2.349912,48.8719531
Café de l'Église,2.3517179,48.8775308
EL DO RE DO,2.3512685,48.876153
Boom,2.3515577,48.8772423
Kamogawa,2.3513705,48.8773603
L'Imprévu,2.349844,48.870655
Le Bonobo Café,2.3509962,48.8752131
Mussubï,2.3513901,48.8774311
Sachiko,2.3498907,48.870937
Yushan Fang,2.3503653,48.8729782
La Pause Libanaise,2.3255827,48.8748828
Le Soixante Douze,2.374699,48.8309871
Persillé,2.3749825,48.8306907
La Boîte aux Lettres,2.3381841,48.8868368
Bistrot Didot,2.3208864,48.8327687
Monte Cristo,2.3654791,48.8477606
Pizza Del Maestro,2.3922513,48.86918
Chez Hé,2.3857979,48.8508134
Au P'tit Panisse,2.3866702,48.8505132
Etsi,2.3329368,48.8903669
Jour de Fête,2.3343299,48.8889248
Au Rendez-Vous des Chauffeurs,2.3506917,48.8915876
MG Road,2.3526821,48.8638501
Café Lomi,2.3552644,48.8903056
Djawa,2.3159127,48.8748464
Djawa,2.3431861,48.8693948
Les Burgers de Papa,2.3487324,48.8765916
Nol Bou,2.2988656,48.8473769
Mamie Tevennec,2.3823255,48.8536387
Ouzeri,2.3846707,48.879133
Au Moka,2.2948223,48.8498088
Le Kibélé,2.3520796,48.8712594
La pause traiteur,2.3622473,48.8786388
Meal Time,2.3260614,48.8860731
Landon Délices,2.3629357,48.8790726
Les Voisins,2.3627762,48.871006
Le Petit Barcelone,2.3449321,48.873689
La Vagalame,2.3767308,48.8349936
Fragments,2.3674007,48.8579281
Les Fous de l'Île,2.356755,48.8522159
Thaï Spices,2.3603182,48.8527399
Le Tricycle,2.3490802,48.8755804
Le Pré Salé,2.3526652,48.8285549
Au Ciel de Shanghai,2.2950194,48.8550985
Restaurant De La Tour,2.2949225,48.8544715
Restaurant Le Beaujolais,2.2944545,48.8551112
L'Artisan du Burger,2.3487736,48.8766633
Lao Chaleune,2.3702515,48.8242461
Le Bistrot des Halles,2.3462239,48.860095
La Kaz,2.3466402,48.8600742
Cinquecento,2.3485177,48.8603504
Caffé della Pizza,2.3433422,48.8733106
Lo Spaghettino,2.3436472,48.8734527
Social Square,2.3595883,48.8648257
Jones,2.380071,48.8566547
Le Titi Qui Tonne,2.349531,48.8643715
My Pavlova,2.3485609,48.86198
Hao Ye,2.348966,48.8628796
Cial,2.3480669,48.8627975
La Cuisine Chinoise,2.3444855,48.8751609
Curry Street,2.3744032,48.8485977
Végé Saveurs,2.371369,48.8522022
Ravioli Pïnja,2.3680155,48.8239511
Okinawa,2.342448,48.889665
Clamato,2.3809063,48.8535973
Septime,2.3810523,48.8536264
Le Rez-de-Chaussée,2.3899407,48.8680698
Sodam,2.3158571,48.8332821
L'Essentiel,2.3146939,48.8317988
All in Sushi,2.3645851,48.8576761
Yamato,2.3256632,48.8833822
Elgi,2.3546846,48.8677169
Hero,2.3523136,48.8694294
Paristanbul,2.3869432,48.8626919
Chez Fistou,2.3875237,48.8620563
El Juanchito,2.3852499,48.8620047
Royal Luxembourg,2.3410118,48.8467025
Villa de Thai,2.3697281,48.8772155
L'Arlecchino,2.341038,48.8466419
Asahi,2.3820942,48.873219
Goku,2.3653036,48.8650075
Mosaïque,2.3567302,48.8567419
La Tartine,2.3584021,48.8559788
My Kim,2.3720127,48.8252015
Chefs de Quartier,2.3559666,48.8371629
Oyama,2.3488365,48.8388582
Tasty Nouilles,2.3509383,48.8387938
Bistrot de la Place,2.3948352,48.8651501
Pizza Hut,2.3893152,48.8634626
Domino's,2.3887103,48.8874784
Carnet de Voyage,2.3277635,48.8760837
Stella di Mare,2.3074959,48.8289715
Marmaris,2.3477231,48.8594097
Le vieux Journal,2.3300912,48.8429759
Café de l'Industrie,2.3718087,48.8556688
Pink Flamingo,2.3615328,48.8604679
Bonheur d'Asie,2.3444296,48.8329272
Sangeet,2.3443178,48.8320253
B Cuisine,2.3447659,48.8343258
Paulette,2.3449034,48.8351664
Dishny,2.3593305,48.8827391
Sumah,2.3580405,48.8815415
Fastfood Indien,2.3583738,48.8821155
Gowri Villas,2.3580751,48.880906
Shalini,2.3588762,48.8822787
New Pondichery,2.3580226,48.8815054
Ganesha Sweets,2.3581073,48.8816608
Aachchi,2.3580528,48.8808657
JRR Café,2.3579541,48.8813749
Floors,2.3479153,48.8864163
Planet' Tacos,2.408092,48.8381417
Kohinoor,2.336629,48.8915804
Bistrot à Vin,2.3364661,48.8915952
La Gentilhommière,2.3427171,48.8532066
Hai Lúa,2.353572,48.8617153
,2.3414249,48.861564
Kok Ping,2.3001685,48.8730285
Sri Sai RAM Sweets,2.3590692,48.8826206
Lakshmi Bhavan,2.3617502,48.8832302
Le Préau,2.3706003,48.8553697
Yara,2.3707125,48.8556249
Au Beurre Salé,2.3720297,48.8485317
Le 6 Paul Bert,2.3846401,48.8512913
Pierre Sang on Gambey,2.3721825,48.8649433
Sunday's Coffe,2.3859655,48.8545157
L'Angolô Arte et Cucina,2.3455902,48.8906155
Printemps Sushi,2.3504408,48.8594634
Les Sommets de l'Himalaya,2.3504176,48.8594253
Les Cyclades,2.3507463,48.8596944
Kimli,2.3507023,48.8596271
Coffee Spoune,2.3706723,48.8614567
Le Petit Falafel,2.3684065,48.8652637
Baan Lao Thaï,2.3420423,48.8703284
La Piccola Sicilia,2.3783225,48.8850777
Stanley's,2.3782723,48.8850559
Africa in a Box,2.3782113,48.8850465
Capri,2.3800532,48.8855374
Ober Mamma,2.3701464,48.8644541
Chez Suzette,2.34446,48.8710872
Relais d'Or,2.4061809,48.8349957
Enclos de La Croix,2.2660512,48.840723
L'Atelier Miam,2.3398511,48.8751025
,2.310263,48.871926
Le Parc aux Cerfs,2.3286605,48.8427363
Le Bistrot du Louchébem,2.3440663,48.8616006
Pizza Hut Delivery,2.3304535,48.831042
Kakdougui,2.3298105,48.8300357
Aine's Kitchen,2.4098959,48.8439638
Little Baobei,2.341433,48.8756834
Red Snack,2.3501593,48.8638012
Le Baron,2.3016983,48.872392
Kebab,2.3629269,48.8547342
L'Alsacien,2.3577098,48.8691436
Ata,2.3578735,48.8691197
Bon Appétit,2.3746988,48.8647975
Délice,2.3719749,48.8644737
CasaDiAgana,2.3789696,48.8642651
Pizza Milano,2.380275,48.8635869
Aglio e Olio,2.3797454,48.8633433
Oxymore,2.3793552,48.8631755
Arlecchino,2.3719183,48.8644731
El Camino,2.3806268,48.8635949
Madoura,2.3794764,48.8632201
Subway,2.3810282,48.8403425
Les Rendez-Vous Italiens,2.3813725,48.845108
Gusto,2.3799671,48.8457402
Velan,2.3543194,48.8714475
Segafredo,2.3551882,48.8291785
Chipotle,2.2822149,48.8492061
Café Bharath,2.3600741,48.8837032
Gopal and Co Supermarché,2.3597834,48.8841814
Rambo,2.3807061,48.8440551
Le Repaire,2.383673,48.8430706
Cavalino,2.383266,48.8432866
Gold Dragon,2.3790952,48.8452868
O'Tacos,2.3476969,48.8670387
L'Instant Terroir,2.3440571,48.8679477
Boca Mexa,2.3485533,48.866883
Pho Montmartre,2.3439283,48.8677333
Sakura,2.343992,48.8675989
M'sushi,2.3440305,48.8675084
Urfa Durum,2.3530359,48.870235
Subway,2.3534353,48.8614703
Tour de Thaï,2.3353018,48.8749931
New Balal,2.3352479,48.8732975
Aux 2 vaches,2.3346405,48.8725746
Starbucks,2.3335642,48.8706901
Pomme de Pain,2.3342911,48.8705276
Muniyandy Vilas,2.35907,48.8838575
Annachi,2.359081,48.8839295
Trattoria Napoletana Da Enzo,2.2859873,48.8473024
Burger & Waffle,2.3822089,48.8450978
French Eyes,2.375193,48.8311618
Class'Croute,2.3782454,48.8316352
Subway,2.3432241,48.8837715
Les Monts d'Auvergne,2.369637,48.833379
Maxence,2.3677184,48.8344179
Sushi Koo,2.367857,48.8343314
Bagelstein,2.3771822,48.8296787
Street Bida,2.3818839,48.8266148
O' Délices,2.3766187,48.8245921
L'Audiernes,2.3704367,48.8336992
Le Saint-Nicolas,2.3701245,48.8335806
Nieli,2.370022,48.8337227
Fournée Croustillante,2.369689,48.8340969
Hokkaido8,2.3695324,48.8347669
Anatolie,2.3677252,48.8346009
Tekkaba,2.3680593,48.8347111
Les Fondus de la Raclette,2.330233,48.8410701
La Pignatta,2.3395243,48.8838707
Tan'in Bar,2.3732076,48.8572868
Sixième Sens,2.3739349,48.8554203
Chez Hanna,2.3582331,48.8577963
Aux Délices de Grenelle,2.2977474,48.8493596
Les Artistes,2.2953917,48.8496214
Pizza Grenella,2.2976509,48.8493913
Pizza Hut,2.2981857,48.8472816
Extra Old Cafe,2.392663,48.8490569
O'Tacos,2.3427392,48.8533192
Pizza Rustica,2.3426743,48.8533255
Mich Sandwiches,2.3430482,48.8532864
Yongfa,2.342918,48.8525204
New Saigon,2.3648965,48.8194969
Maison Issa,2.2940585,48.8326934
,2.2842544,48.8440899
,2.2833906,48.8439754
Bistro Saint-Charles,2.2832533,48.8438178
La Pizzeria,2.284437,48.8428218
Viet Bar,2.2845622,48.8427326
Bistro Fuji,2.2848175,48.8426549
Yamagoya,2.2850575,48.8425369
Santa Rita,2.2939753,48.8421541
Domino's Pizza,2.2944703,48.8410604
Crêpe de la Joie,2.3558424,48.8395785
Big Falafel,2.3498547,48.8706336
Paya Thaï Voltaire,2.3808856,48.8567758
Rooster,2.3131227,48.8867468
Les Amateurs,2.3135815,48.887077
Le P'tit Musset,2.3132708,48.8866403
A Jean Bart,2.3134879,48.8873584
Le Sancerre,2.3126519,48.8870378
Le Grand Restaurant,2.3192081,48.8701365
Tounsia,2.3488315,48.8756262
Chez Yu,2.380691,48.8729309
Yokohama,2.3319421,48.8746689
La Basilicata,2.3065969,48.8432687
L'Orient des Champs,2.3066271,48.8435338
Signorina,2.3065562,48.8430309
L'Artisan du Burger,2.3482422,48.8625088
La Fresque,2.3480954,48.8625379
Traiteur Lecourbe,2.3080019,48.8440678
Makido,2.3898112,48.8877677
Cho Cantine,2.3513606,48.8751618
La Goulette Zmen,2.3032763,48.8469667
Gardenparty,2.3527847,48.873425
Barracao,2.3787988,48.8659051
Dersou,2.374678,48.851416
Aldo,2.3281598,48.8706955
Iyō,2.3282297,48.8711019
La Crêperie,2.3280513,48.871567
Firenze,2.3283005,48.8717901
Moghol,2.3282979,48.872048
San Giorgio,2.3283618,48.8725187
Il Toscano,2.2918929,48.8681835
Le Gavroche,2.3401387,48.8704052
Yao Yao,2.3066476,48.8738688
La Pivoine Chinoise,2.3078099,48.8745401
Morny,2.3075089,48.8714166
PeGast,2.3042533,48.873867
Bambou &,2.3065277,48.8738162
Le Carpaccio,2.3036661,48.8720459
Noon,2.3070519,48.8739045
Graine,2.3071256,48.8739419
La Perle de Dalian,2.3813608,48.8587657
Pho 9,2.3255576,48.8852247
La Cuisine,2.2940958,48.8763184
Can Alegria,2.3368647,48.8818216
La Grange aux Canards,2.3490338,48.850571
Le Partage,2.3490872,48.8507085
Hébé Restaurant,2.3491165,48.8507865
À Mi-Chemin,2.3284598,48.8331438
Mandoobar,2.32109,48.8794
Pic & Puce,2.4021337,48.8436968
Miss Cupcake,2.3564827,48.8566387
Bistrot Le Dellac,2.3462235,48.8721443
Café de New York,2.3028433,48.8721613
Class'croute,2.3030206,48.8720253
Dragons Elysées,2.3039382,48.8724278
Asie House,2.2975331,48.8672534
Substance,2.297624,48.8673236
Merci Jérôme,2.2990551,48.8688611
Pomme de Pain,2.3344794,48.8732873
Tivoli,2.3345217,48.873538
Gandhi Jis,2.3346541,48.8733336
Midi 12,2.3347461,48.8733567
À Côté,2.3350103,48.8734176
Jinchelin Thai,2.3174553,48.890355
Break Time,2.3266788,48.8839281
Naoko,2.3261013,48.8842475
New Susama,2.3258681,48.8844969
Le Tajine,2.3307831,48.8309253
Ito,2.335045,48.880607
Breakfast in America,2.3511652,48.8478066
La Pizza,2.3231179,48.8934596
Il Sole d'Italia,2.3233875,48.8933379
Wang Lee,2.3239968,48.8936039
Alim,2.3239036,48.8934609
Le Spécial Sandwicherie,2.3239589,48.8934636
Al Medina,2.3229311,48.8937082
Long Xiang,2.3216239,48.8938295
Chez Ester,2.3210305,48.8941679
La Délice,2.2658939,48.8475894
Le Mouton Blanc,2.2658149,48.8477513
Comme chez Maman,2.3180689,48.8875927
Chez Gusto,2.3171038,48.8950535
Pizza King,2.3170086,48.895288
Kessari,2.3291588,48.879009
Lucette Fait des Crêpes,2.3290598,48.878999
La Petite Comédie,2.3296055,48.8791636
Sushi Japo,2.3292541,48.8790193
Baba Sandwichs,2.3273136,48.8795729
Trattoria Da Gigi,2.3773479,48.8654257
Focaccina,2.3148546,48.8792387
New Impérial Monceau,2.314941,48.8791705
Le Bigado,2.3149988,48.8791268
Suzette,2.3606532,48.8577807
À La Biche Au Bois,2.3710835,48.8479976
La Petite Chaise,2.3274765,48.8538669
Starbucks,2.3274318,48.8702211
Strada Café,2.3511552,48.8469637
Tzeferakos Café,2.3511876,48.8469233
Restaurant Diyar,2.3310974,48.8910894
Le Mathusalem,2.2664804,48.8398254
Au pas de Saint-Louis,2.368313,48.8758543
Pirosmani,2.3446132,48.8515551
Nina Sushi,2.3208317,48.8451259
La Réclame,2.3509949,48.8738244
Libshop,2.3499246,48.8632634
Freddy's BBQ,2.3502483,48.8652116
Mala Bavo,2.3503684,48.86543
Boulettes,2.3504299,48.8655897
Jeu de la Vie,2.3508912,48.8659789
Fondue 9 蜀九香,2.3509294,48.8660274
Le Select,2.2951446,48.847124
Hana Food,2.2951739,48.8484176
Star King,2.2853693,48.8501612
Mazar,2.3181382,48.8462784
Mazar,2.3180596,48.8463136
,2.2857379,48.8499527
,2.2855627,48.8500531
Starbucks,2.3341702,48.8634959
Yaki Shop,2.3436325,48.8607088
Enza & Famiglia,2.3437651,48.8609318
La Cantine des Tsars,2.3438007,48.8610181
Il Timo,2.3439885,48.8608439
Faggio,2.3466326,48.8815563
Lao Viet,2.373925,48.8233231
Auberge Etchegorry,2.3507129,48.8323596
Le Bugatti,2.2979858,48.8435135
Pizza Hut,2.3512567,48.8296699
Pizza de Vinci,2.3005724,48.8432976
Benkay,2.2827594,48.8495232
Artgens,2.2790972,48.8461008
La Pieta,2.2786183,48.8460759
Divin'Art,2.3574719,48.8662408
Gabe,2.360824,48.8666494
Sushi Yaki,2.3609417,48.8664452
Banh-Mi,2.3606799,48.8666191
Auciel République,2.3599041,48.868148
Crazy Salad'Bar,2.3576407,48.8692896
Aux 3 Eléphants,2.3479339,48.8647975
Pasta et Basta,2.3650793,48.825647
La Cerisaie,2.3235704,48.8418322
Ménélik,2.3205117,48.8906944
Fraulino,2.3882657,48.84384
Syrenka Nation,2.3918634,48.849879
Lac Tana,2.2946058,48.8474829
La Table d'Aki,2.3194279,48.8510843
La Cerise sur la Pizza,2.3780632,48.867761
Au Petit Marguery,2.3498874,48.8367669
Le Bistro Viet,2.3717019,48.8235802
I.Isakaya,2.3255491,48.8853834
Kheak & Véro,2.3663926,48.8793113
Pania,2.3658181,48.8783377
Canal Sushi,2.3654673,48.8779288
Pomm' resto,2.3654298,48.8778892
Tast Eat,2.3383068,48.8900724
Anatolia Village,2.3551512,48.8726487
LOL,2.3547524,48.8731289
La Quincaillerie,2.3548004,48.8732096
Le Mondial,2.3546171,48.8728886
Mamie Burger,2.3543441,48.8729579
Soban Bento,2.3509012,48.8749082
Natives,2.3509343,48.8750083
Restaurant Anatolie,2.3251545,48.8878728
Subway,2.3251021,48.8879037
Chez Ann,2.3503821,48.8714688
Mica,2.3533259,48.8732329
Pic Nic,2.3507277,48.8715204
Pizza Grill Istambul,2.3544304,48.8726444
Pizza Uskudar,2.3515836,48.8713539
Wan Li,2.3534545,48.8731859
Street Bangkok Local Food,2.3652042,48.8777617
Le Robinet d'Or,2.3647673,48.8781142
Angelina,2.3284104,48.8650778
Le Carrousel,2.3316647,48.8639843
McDonald's,2.3334772,48.8634124
Starbucks,2.3604146,48.8554964
Maxim's,2.3223225,48.8674415
Minim's,2.3224013,48.8675528
Le comptoir libanais,2.3415876,48.8615454
Pizza Ozkian,2.3407696,48.8617026
Royal d'Asie,2.3420476,48.8616105
"Eggs, Milk & Flour",2.3401144,48.8620494
Café Ragueneau,2.3378044,48.8627381
Nodaiwa,2.3332473,48.8643879
Sushi 2007,2.3045252,48.8752042
Mr Jacob,2.3719151,48.8525396
Rosie,2.3730393,48.8521994
L'Alsacien,2.350549,48.8583231
East Mamma,2.3777506,48.8510162
Ellis Gourmet Burger,2.3731922,48.8519189
Le Pain Quotidien,2.325165,48.8755233
Baba Ganush,2.3231968,48.8842235
Sushi Rome,2.3233681,48.8844479
Bistrot Tokyo,2.3584273,48.8743238
Le Bistrot Lorrain,2.3566087,48.876301
Burger King,2.3575317,48.8760964
Le Bosphore,2.3573072,48.8761844
Épicerie & Associés,2.3700953,48.8464656
Tradition gourmande,2.3336361,48.8293037
BREIZH Café - Batignolles,2.3207175,48.884942
C'est Mon Plaisir,2.3198008,48.831122
Comme Chai Toi,2.3493118,48.851764
La Fée Verte,2.3779858,48.8567345
Yong,2.3456084,48.8793326
Crêperie,2.3418149,48.8444615
Le Pacha,2.342635,48.8453421
Un Jour à Hà Nôi,2.342547,48.8454821
Au Vieux Cèdre,2.342581,48.8452511
Ton Hon,2.3406888,48.8460565
Mayya,2.3422029,48.8449839
Krishna Bhavan,2.3596602,48.8827182
Hank Burger,2.379221,48.8661835
Itchi,2.3564923,48.8272649
Chez Simon,2.3197821,48.8891164
Restaurant Buddha,2.3470307,48.8359894
Yayami,2.3806709,48.8571367
La Sapin,2.3712393,48.8767933
La Taverne de Montartre,2.3404207,48.8857783
Le Pain Quotidien,2.3242747,48.8538255
Eastwok,2.3214394,48.8751435
Midoré,2.3203486,48.8750341
Sushi Lounge,2.3209658,48.8750896
Vivaio,2.3204573,48.8750385
La Pizzeria d'Auteuil,2.2657008,48.8485512
Sushi Wasabi,2.3452259,48.8510703
Rendez-Vous Saint-Germain,2.3451134,48.8510919
Bodhi Vegan,2.3701151,48.8758466
Le Méchoui du Prince,2.34025,48.84916
O'Maki,2.344036,48.8971831
La Cigogne Benelli,2.3325145,48.8875259
Maison Arnaud Larher,2.3347064,48.8893807
Asuka,2.3391347,48.8911811
Solyles,2.3349986,48.8914466
Étoile Saigon,2.3225125,48.8920565
Berbèche,2.3082856,48.8854546
Délices d'Asie,2.2984288,48.8830011
Trapani,2.2985084,48.8831986
PeGast,2.2983559,48.8831231
John Weng,2.296808,48.8842235
Le Camion qui Fume,2.3429166,48.8706118
Le P'tit Pré - chez Lan,2.3478844,48.8684458
Maoz,2.3455743,48.8529293
Seç,2.3109845,48.8865344
Pétrossian Rive Droite,2.3020906,48.879109
Le Petit Villiers,2.304098,48.8838266
Nana,2.3720178,48.8567068
Hexagone,2.3201307,48.8353433
Bambolina Caffé,2.3459034,48.8720126
Lina's,2.2968868,48.8844044
Starbucks,2.3340149,48.8673169
Sesto Senso,2.3528873,48.8711056
Épicerie Musicale,2.3654407,48.8705207
Les Affranchis,2.3369739,48.8795411
Les Petites Bouchées,2.3605907,48.8556664
New Yasami,2.3562228,48.8397807
Kodawari Ramen,2.3381142,48.8546284
Le Pain Quotidien,2.3473761,48.8624946
Chez Van,2.3543226,48.8373714
Ippudo Saint-Germain,2.3377566,48.85317
Le Stube Richelieu,2.336522,48.8652
Pomme de Pain,2.3481171,48.8610361
Bistro Burger,2.3465401,48.8636454
Café Guitry,2.329323,48.8713842
Segafredo,2.3289394,48.8712986
Tong-Ming,2.2892494,48.8645773
Pho 20,2.3221213,48.84067
Saveur d'Asie,2.3221794,48.8406722
Yoki,2.3224472,48.8406881
Alladin,2.3228224,48.8405524
Porte du Bonheur,2.3227757,48.8406649
Ten Chi,2.3225515,48.8406767
Chào Em,2.323022,48.8406551
Pinocchio,2.3238294,48.8411922
Les Fauves,2.3226174,48.8416961
Chez Claire,2.3444296,48.8769878
Yoki,2.3446596,48.8771268
Al Bayader,2.3445038,48.8772828
Villa Medici,2.325069,48.849514
Berthillon,2.3567391,48.8517257
Zein,2.3202233,48.8362806
Le Château de l'Ouest,2.3190956,48.8362418
Ayako Teppanyaki,2.3187683,48.8357237
Awabi,2.320611,48.8366097
Thai Panthong,2.3203215,48.8364802
Mizumi,2.2778682,48.845814
À la Mode Libanaise,2.2778043,48.845548
Restaurant Torino,2.2929839,48.8389588
La Part des Anges,2.3368806,48.8860587
Alesia Food,2.3128767,48.83208
Gandhi Mahal,2.3097791,48.8335603
Pizza Panini Crêpes,2.2874578,48.8411552
Au Vin set,2.3430166,48.8789975
Crêpe 21,2.277745,48.845863
Traiteur Asiatique,2.2879633,48.8409266
Le Capitaine M,2.2798677,48.8449373
Traiteur Italien Giordano,2.3081989,48.8336227
Cuillier,2.3251506,48.8548233
Le Grande-Temps,2.3340233,48.8816347
Bon Jour,2.3139895,48.8316049
Snack Beyrouth,2.3096768,48.8335686
Mezzé de Beyrouth,2.3198417,48.8364643
Pizzeria Venezia,2.3713752,48.8264859
Schwartz's Deli,2.2954275,48.8805135
Moy Goi Cuon Bar,2.3361798,48.8768237
Père & Fish,2.3480958,48.8756407
Arzeh,2.3037127,48.8413889
Le Delly's,2.3009057,48.8409595
Chez Milo,2.3001016,48.8395222
Shun Xin,2.3006342,48.8385586
Le Commerce,2.3000839,48.8389809
El Fares,2.3024967,48.8415109
O'Zaromes,2.285716,48.839204
Itouya,2.3044263,48.8337209
La Vera Pizza Napoletana,2.3043754,48.8336607
Traiteur Da Fa,2.3041726,48.8333727
Tatou Pizza,2.30297,48.8323063
Matsuya,2.3474118,48.8513583
Sushi Gare,2.3017564,48.8292431
Chieng Mai,2.3489046,48.8508321
Beaurepaire,2.3491508,48.8512643
Assagio,2.3548224,48.8602307
Suan Thai,2.3538326,48.8593735
Habesha,2.3069785,48.8417084
Le Peloton,2.3559195,48.855522
Cuillier Opéra,2.330257,48.8731655
Cuillier Abbesses,2.3393626,48.8841656
Dionysos,2.347385,48.8669123
Delitaly,2.3470797,48.8666447
Pur etc.,2.3453697,48.8692408
Berthillon Glacier,2.3567617,48.8517168
Le 17.45,2.3228439,48.8840582
Shingane,2.3962146,48.8650889
L'Acropole,2.3421685,48.8504793
Chez Ly,2.2967406,48.8840871
Planet Sushi,2.2973564,48.8843331
La Place,2.297512,48.8843528
Chez Fung,2.2996368,48.847493
Makayo,2.2985805,48.8473363
Shogun,2.2984924,48.847329
喜心,2.3108568,48.8702595
Plein Ouest,2.3443814,48.8743663
Gusto Italia,2.3233475,48.8726824
Les Saveurs du Mékong,2.3238638,48.8720112
Non Coupable,2.3275034,48.8731592
Visconti,2.3234249,48.8709139
Ristorante Pastapapà,2.3321998,48.8693654
Sapporo,2.3324632,48.8692496
Le Convivial,2.3429263,48.8306718
Mekong,2.3596412,48.8260369
La Petite Crêperie,2.3705355,48.8271883
Num,2.3434727,48.863589
Côté Sushi,2.2888026,48.8333114
Subway Tolbiac,2.3677252,48.8270841
Sciac a trà,2.3720154,48.8278716
Sumibi Kaz,2.3441219,48.8730386
Matsusaka,2.3438082,48.8731589
Arlocchino,2.3711757,48.8275407
Thaï One,2.3477919,48.8684168
Vietnam in Paris,2.3478604,48.8684223
Comptoir Kleber,2.2918221,48.8677274
Soup,2.3480353,48.8716743
Artist Noodle,2.3752572,48.8572895
Passerini,2.3747395,48.8493453
Le Persil Fleur,2.3284561,48.8723326
55 Tocqueville Express,2.3102173,48.8853691
Noynoy,2.3871155,48.8550007
Fakra,2.3847116,48.8573924
L'échoppe de Paris,2.3879812,48.8539961
Chez Paï,2.3485811,48.8763273
L'Anjou,2.3485174,48.8765656
La Famiglia,2.3482145,48.8759879
La Marmite,2.3483768,48.8758402
Le Nouveau Shanghai,2.348147,48.8758736
Le Ratapoil du Faubourg,2.3485001,48.8761823
Da Giuseppe,2.3485999,48.8763612
PeGast,2.3486676,48.8764491
Restaurant du Paradis,2.3483917,48.8759079
Japorama,2.3397112,48.8502528
Crêperie,2.3715751,48.8543042
La Crêperie de Josselin,2.3253883,48.8417389
Paris Polska,2.400076,48.8540212
La Maison du Saké,2.3492019,48.8644347
Chez Joy,2.3248148,48.8358145
,2.3756515,48.8490223
McDonald's,2.3438921,48.862302
McDonald's,2.3347579,48.8624513
McDonald's,2.3459672,48.8619803
McDonald's,2.3552522,48.828851
O'Tacos,2.3725284,48.85482
O'Tacos,2.3596929,48.8964515
Krampoz,2.3526287,48.8782624
Jules et Shim,2.3632158,48.8732122
Bon Esprit,2.3551159,48.8678384
Le Bec Fin - chez Saïd,2.3558532,48.8698058
La Pizza qui Fume,2.3573906,48.8724058
Les Saveurs du Monde,2.357747,48.8724331
Osè ! African Cuisine,2.3563729,48.8701586
Rococo,2.3559176,48.8693501
Chez Domi,2.3559456,48.8699639
Maison,2.356205,48.8698356
El Nopal,2.3365119,48.882009
Amorino,2.3574806,48.8575588
Kokoya,2.3234274,48.8832979
L'Esprit Tchaï,2.3786155,48.8660383
Zicatela,2.3440632,48.8734583
Makham Thaï Paris,2.3439214,48.8730409
Le Simplon,2.3430107,48.8717826
Terres de Café,2.3015659,48.856904
Caldo Freddo,2.3466217,48.8640265
Chez Bruno,2.3865185,48.8328709
Koto-Koto,2.3793967,48.8460488
Le Rossli,2.3770608,48.847842
Thaï Basilic,2.3750027,48.8979453
231 East Street,2.374476,48.8983072
Le Relais du 15ème,2.2868334,48.8464939
Lotus Viet Nam,2.3876725,48.8739296
Alto Cafe,2.3758761,48.844248
Red d'Hippo,2.3760918,48.8448478
Les Rupins,2.3597135,48.8719119
Soon,2.3116345,48.8708722
Toraya,2.3245314,48.8676903
Sizin,2.3372674,48.8778223
Dans la Cuisine,2.3805971,48.8269114
Le 7ème B'art,2.335823,48.870237
Miorita,2.4035798,48.8481061
Le Bouquet du Nord,2.3525636,48.880771
Fichon,2.3450954,48.890949
Pelops,2.3365266,48.8853583
Bekseju Village,2.3555541,48.8377793
Il Était une Pizza,2.3127636,48.8404424
Dame Tartine,2.3517123,48.8593051
Pizza Hut,2.3729216,48.8282959
Tsukizi,2.3339911,48.8531634
Sous les Cerisiers,2.3282249,48.8439049
Gomaya,2.34455,48.851435
Le petit grumeau,2.3563097,48.8384291
