name,longitude,latitude
Léon de Bruxelles,2.3260926,48.8429231
La Forge,2.3159715,48.8405515
Cantal 15,2.3210427,48.8428046
Chez Pietro,2.3158186,48.8405038
Siam House,2.315545,48.840409
Crêperie le Ty Breizh,2.31547,48.840852
La Gazette,2.2865005,48.8750872
Okagawa,2.2862216,48.8756941
La Cagouille,2.3209043,48.8371723
Prêt À Manger,2.3773491,48.8304057
Bassanti,2.3237992,48.8393146
Le palais de Shah Jahan,2.2831751,48.846662
Sawadee,2.2834107,48.8465353
Sakura,2.2628705,48.842053
Cœur de Breizh,2.3491303,48.8594995
Tang Gourmet Paris,2.365503,48.8239202
Hypnose,2.3164243,48.8231449
Restaurant Élite,2.3056152,48.827435
Top Sushi,2.3061847,48.8273002
Royal Food,2.3064254,48.827252
Kool Too,2.4032941,48.8579931
Restaurant Brigitte,2.3139529,48.8820348
Subway,2.3141295,48.8819888
Le Bistrot d'I-D,2.314637,48.8830435
La Delice Sushi,2.3430441,48.8720078
Okayama,2.2915103,48.8495349
Chez Thomas,2.2914581,48.8494723
Casa Rina,2.3432485,48.8729655
Crêpes de Paris,2.3432454,48.8717015
Aux Sportifs Réunis,2.3029122,48.8318674
Le Cirque,2.3514586,48.8614615
Sakura Teppanyaki,2.3227392,48.8841484
Japikeo,2.32301,48.8840872
Le Relais Gascon,2.3337047,48.8861392
Pho 11,2.399208,48.8515583
Le Petit Cambodge,2.3681098,48.8716683
WoknNoodles,2.3691876,48.8448238
Chibby's Diner,2.3947373,48.8471374
,2.3900144,48.8445865
,2.3899483,48.8446393
Fukuyama,2.389459,48.8447328
Burger Shop,2.3888818,48.8455223
Au Plaisir du Pain,2.3872131,48.8470414
O'Tacos,2.347786,48.8603705
Pasta Nina,2.3480442,48.8603401
Ti Case Créole,2.3149795,48.8275287
Subway,2.3508151,48.8597934
Sole di Sardegna,2.3229311,48.8848179
Le Président,2.3097914,48.8714407
Café Cotta,2.3738186,48.8412254
Da Fabio,2.3038262,48.8752221
Saveurs de Tokyo,2.264355,48.8405817
Paname Brewing Company,2.3787631,48.8878312
L'Afrodisiac,2.3491472,48.8701802
Five Guys,2.347379,48.8609476
Le Comptoir Moderne,2.299627,48.8467117
Le Bonheur,2.3435221,48.873054
Le Jardin du Kashmir,2.3163278,48.8852949
Chez Yong 鼎鼎香,2.3506828,48.8238476
Chào Sapa,2.3340805,48.8402962
Allo Pizza Express,2.3507707,48.8207235
Le Cornichon,2.326148,48.8341834
Le Charletty,2.3499518,48.8205256
Les Associés,2.3696022,48.8515203
Le Bastille,2.3705075,48.8537085
Le Falstaff,2.370243,48.8537231
Vin & Marée,2.3932209,48.8497025
Restaurant Kusadasi,2.3938772,48.8498626
5e Cru,2.3541552,48.8490152
Thieng Heng,2.3653208,48.8237126
Impérial Choisy,2.3632536,48.8221895
Fung Shun,2.3631506,48.8223097
Apsara Celeste,2.3627648,48.8222916
Li Ka Fo,2.3628073,48.8222392
L'Hommage,2.3631115,48.8223782
Hauky,2.362713,48.8223716
Bubble House,2.3626633,48.8224283
Thai Vien,2.3626307,48.8230753
Pho Bom,2.3618634,48.8234533
Lerey,2.3603599,48.8232058
Starbucks,2.3346516,48.872899
Quan Nhà,2.3577916,48.8229485
Le Zen,2.3569509,48.8229254
Le Monza,2.3425439,48.8211212
Au P'tit Liard,2.3417447,48.8211618
Restaurant Gap,2.3594306,48.8202117
Chez Petit Jean,2.3596336,48.8195166
Chez Julia,2.3597323,48.8193544
Nouilles,2.3841353,48.8506918
Au Relais Chardon,2.2637691,48.8410733
Chen Regal,2.3469702,48.822677
Pâtes Thai,2.3461282,48.8226622
Charlety Pizza,2.3463702,48.8220105
Eat's Times,2.3497741,48.8256632
Domino's Pizza Paris 13,2.349286,48.8256412
Le Verbalon,2.3486459,48.8258284
La Montagne d'Or,2.3475405,48.8255453
Il Villagio,2.3476596,48.8255516
La Pergola d'Italia,2.3513091,48.8771963
Foodex,2.3455104,48.8257731
Paris Beirut,2.3422757,48.8264939
San Giovanni,2.3428246,48.8264077
Chez Jin,2.3553328,48.8764781
Pizza Caravelle,2.3392484,48.8266961
Pizza Delizia,2.3383549,48.8268524
Kebab Alésia,2.3326075,48.827652
Momento,2.3307106,48.8279313
Sheng Hua,2.3298764,48.8277159
Le Verre Siffleur,2.3287499,48.8277088
Subway,2.3275189,48.8277215
La Fabrica,2.327784,48.8277188
Heng Long,2.3542973,48.8463247
KFC,2.3569695,48.8262851
McDonald's,2.3979134,48.8647591
Cave Pétrissans,2.2958131,48.8813748
Neelkanth,2.3991033,48.8673359
Ohinéné,2.3990064,48.8674669
Chang Sheng,2.3996952,48.8665408
Il Pinocchio,2.400584,48.8675264
L'Os A Moelle,2.4050353,48.8729522
Le Clairon,2.406108,48.8769262
Le Saint-Fargeau,2.4043701,48.8714551
Speed Rabbit Pizza,2.4029325,48.8698381
Toscana,2.404728,48.8722236
Wok & Hoki,2.4094486,48.8772063
La Camilina,2.4047025,48.8721599
Paris Istambul 2000,2.4054372,48.8769997
Jioko,2.4057793,48.8768593
Le Coin du Pain,2.4100715,48.8784629
Le Tablier Rouge,2.3971718,48.8690126
Le Zodiac,2.4053448,48.876989
Restaurant Cappadoce,2.3990837,48.8726193
Aarchna,2.3993546,48.8723933
Osaka Shiyato,2.4019932,48.8758552
Saveurs d'Himalaya,2.3450583,48.8237982
Casa di Cervaro,2.3422877,48.8219312
Pizza Pepino,2.3416177,48.8239465
La Crêpe sur Mesure,2.3413713,48.8250781
Sandwicherie du Parc,2.3415131,48.8256029
Chantefable,2.3996388,48.8664565
Chez Lillo,2.3977966,48.864329
Feng Sheng,2.3982331,48.8655819
Le Houblon du Vin ème,2.3975315,48.865049
Planet Sushi,2.3979562,48.8653472
Jaisalmer,2.3976584,48.8641688
Futake,2.3972853,48.8650741
Pho 20,2.3281935,48.882147
Di-Choulie,2.3556788,48.8333523
Thaï Yim,2.3606739,48.8226287
Dông Tâm,2.3608366,48.8226746
Fuku Sushi,2.36075,48.8226533
Ngoc Xuyén SàiGòn,2.3618148,48.8229131
Fleurs de Mai,2.3621098,48.8231151
Yi Jie Jia,2.3644246,48.8209801
Weng Se,2.3643222,48.8217923
Villa d'Or,2.3621084,48.8243498
My Canh,2.3621405,48.8244278
Tian Tian Wang,2.3621306,48.8244847
Saigon Moi,2.3621635,48.8245544
Palace de Chine,2.3618533,48.823997
L'Indochine,2.3614015,48.8245778
Xing Fu Tang,2.3616428,48.8242675
Pho Damsen,2.3610028,48.8250784
Basilic & Spice,2.3612848,48.8247279
Mali,2.3611007,48.8249548
Le Lotus,2.3605166,48.8257664
Phở Sushi,2.3600718,48.8257097
La Caravelle Saigon,2.3607812,48.8253582
Au Village de Choisy,2.3606886,48.8254715
Saigon,2.3612634,48.8256982
Le Sarawan,2.3609777,48.8255348
Lao Lane Xang,2.3614328,48.8256127
bò bún cây ớt,2.3611014,48.8254727
La Mangue Verte,2.3616006,48.8255281
Hội An,2.3611848,48.8254308
Boba Tea Coffee,2.3615861,48.8252286
Taipao Xiaopao,2.3614912,48.8252762
Thai Royal,2.3620807,48.8249807
Khai Tri,2.3621629,48.8249394
Phở Mùi,2.3619913,48.8250256
Bistrot 32,2.3337594,48.8216101
Le Y grec,2.3283597,48.8223842
La Citadelle,2.3281811,48.8224208
Paris Orléans,2.3258385,48.8233818
Gourmet d'Asie,2.3264905,48.8232276
Le Gueldamane,2.3209791,48.8240306
Milano Traiteur,2.3196867,48.824871
Ginza,2.3813074,48.8387784
L'Ecir,2.3359981,48.8328501
Le Comptoir...,2.3338514,48.8295986
Fournil Bio,2.3363992,48.8327495
Les Saveurs de Shanghai,2.2975889,48.8367785
Thym Olive,2.2966515,48.8370246
Traiteur,2.3023316,48.8353295
TomYam Thaï,2.3018828,48.83554
Roger la Grenouille,2.3402017,48.8536438
Kong,2.3430272,48.8591372
Strada Café,2.3573881,48.8622322
Brasserie L'Olive,2.3613962,48.890611
7ème b’art,2.3611648,48.8909716
Boulhanne,2.3174022,48.8248321
Chez Pierrot,2.3163632,48.8250351
L'Auberge Calabraise,2.3136281,48.8256559
Porte Didot,2.3127271,48.8262642
Conney'Zza,2.312349,48.8263543
Tagawa,2.3124589,48.8263278
Traiteur Asiatique,2.3115121,48.8261212
Mei Mei,2.3097003,48.826526
Au Stayer,2.3097177,48.8269282
Le Vanves,2.3052815,48.8273555
Pizza Boticelli,2.2784595,48.8372157
Halles Balard,2.2784488,48.8370992
Shanghaï,2.2784119,48.8373662
Zahlé,2.2783898,48.8374744
Au Palais de Joie,2.2783295,48.8377489
La Ferme Balard,2.2783147,48.8378835
French Coco,2.2776487,48.8409791
La Grenouille bleue,2.2775907,48.8415966
Chez Nous 2,2.2775691,48.8417106
Ogimi,2.2772758,48.8430969
Morann,2.2922508,48.8313589
Al Fawar,2.292385,48.8312406
L'Exposition,2.2919236,48.8313819
L'Atelier du Parc,2.2909044,48.8318056
La Terrasse du Parc,2.2900809,48.8321693
Trattoria Silviano,2.287219,48.8333911
Le Pavé de Versailles,2.2873692,48.8333311
Les Aviateurs,2.2853656,48.8341344
Sixties' Sandwiches,2.2869481,48.8335182
L'Atelier Versailles,2.2870071,48.8334759
Le Pacha Grill,2.4104905,48.8467079
La Boîte à Pizza,2.4107413,48.8440402
Osaka,2.2844456,48.8344487
Bistrot dei Fratelli,2.2848131,48.834311
Sacha,2.2828765,48.8350242
Paris Victor,2.2831233,48.8349377
Délices d'Asie,2.2832036,48.8348954
Rodizio Paris,2.2818948,48.8353261
Le 15ème Boulevard,2.2926022,48.8305873
Hanouman,2.362295,48.8913744
Restaurant Locomotive,2.3619236,48.8912306
New Thai San,2.3613552,48.89135
Quelli di la,2.3622119,48.8900693
Snack du Parc,2.292538,48.8305373
Le Caroubier,2.2990421,48.8288796
Le Miam's,2.3007175,48.8289888
Le Poivre Rose,2.2629179,48.8394583
Pépé Santana,2.3018801,48.8286719
Expo Food,2.2895175,48.833603
El Chalan,2.2921115,48.8316365
Cantine max,2.2896712,48.8337223
King Food,2.2776353,48.8460301
Pizza Nella,2.2775524,48.8437437
Crêperie Balard,2.2779896,48.842681
Xi Long,2.2778394,48.8424992
Al Gusto della Pasta,2.2779253,48.8426051
Le Pot de Vin,2.2779601,48.8416325
HFC,2.3627853,48.890011
Wako,2.3664685,48.8816643
Taipei Gourmet,2.3606958,48.8394045
Xinh Xinh,2.3603309,48.8389498
Maxim's,2.3222252,48.867315
Quatre Amis,2.371401,48.8521711
Palais de Vandan,2.3283368,48.824075
Il Farniente,2.3304729,48.8234894
Le Paul Fort,2.3280257,48.8241368
Amaretto,2.3282027,48.824294
Chez Janny,2.3282843,48.8245547
Casa Deliziosa Pizza,2.3287472,48.8243293
Le Numide,2.3290503,48.8248609
Sushi Wok Buzz,2.3263627,48.8245871
Monteleone,2.3200783,48.8250198
La Régalade,2.320376,48.8249015
Le Bistrot d'André,2.2771628,48.8372695
Saitama Balard,2.2780721,48.8378574
Les Gourmand Disent...,2.2779702,48.837748
Bambou,2.282892,48.8438068
Eat Sushi,2.2826573,48.8431209
Royal Saint-Charles,2.2821453,48.8425411
Tipaza,2.2820215,48.8424008
Eyfel,2.2819706,48.8423432
Pizza Flavor,2.3611711,48.8906807
Indonesia,2.3396105,48.8490942
Mian Dui Mian,2.3604949,48.8909114
McDonald's,2.3602364,48.8906117
Le 38 Gourmet,2.3606042,48.8909059
Kaitleen,2.338811,48.866224
Dokkebi (도깨비),2.3152081,48.8322843
Ephese,2.3150659,48.8323761
Caffè Corto,2.3253034,48.8717135
Chez Figayo,2.3632191,48.89004
Huitres et Saumons de Passy,2.2797681,48.8563012
Butte aux Thaï,2.3500786,48.8281338
Thaï Papaya,2.34973,48.8278444
JU BIN,2.2919369,48.8500212
Rôtisserie Lourmel Dufrenoy,2.2922067,48.8503188
Presse Cafe,2.3802802,48.8301789
Del Papa,2.2989656,48.8773588
Indiana,2.2986835,48.8774315
Azabu 麻布,2.3390471,48.8541163
Toyo,2.330158,48.842608
Bar & Cucina,2.3809871,48.8309505
Le Café de Pauline,2.3859431,48.8339877
Ikko,2.3701002,48.8751593
Quick,2.3002227,48.8724968
Burger King,2.349154,48.8841936
Subway,2.2888457,48.8328649
,2.346073,48.8515275
,2.3461074,48.8515984
Kayo Coffee,2.3649591,48.8297881
Paris Italie,2.3570384,48.8280428
Paris Sud,2.3573476,48.8269835
King Food,2.3633896,48.8269435
L'Escapade,2.3638037,48.8269324
Burger King,2.3742554,48.8365709
Burger King,2.3710891,48.8538843
Tokyo Osaka,2.3566608,48.8300765
Samsara,2.3893282,48.8741225
Zhen Fa,2.3888937,48.8748365
Krishna Bhavan,2.347802,48.8511496
Délice 18,2.3596605,48.8896721
New Mumbai,2.3606481,48.8890437
O'Tacos,2.4102506,48.8467226
Allo Tandoori,2.3604033,48.8890487
Restaurant Mandarin du Marché,2.3609138,48.8910188
Thaï 18,2.3604732,48.8897517
New bai fern,2.3692712,48.8329514
Sakanaya,2.3282096,48.8930738
Ethiopia,2.3799668,48.8608141
Le Palais de Pékin,2.3786648,48.8605689
Le Pain Quotidien,2.3345963,48.8858062
CC142,2.287518,48.8487788
La Maison,2.3718669,48.8762359
Mon Rêve,2.285365,48.8402141
Pink Flamingo,2.3649705,48.8735521
Bistroy… les Papilles,2.3417111,48.8446323
Paris Milan,2.3816393,48.8288049
Sushi Masséna,2.381366,48.8306485
Divellec,2.3113026,48.861019
Cappadoce,2.398761,48.8360293
Subway,2.3589941,48.8901565
Sushi Ciel,2.3592264,48.8901495
Imime,2.3976296,48.8351646
Speed Pizza,2.3971806,48.834708
Bagelstein,2.3307416,48.8747013
Subway,2.3297594,48.874618
Ebullition,2.2856097,48.8340443
A la Carte,2.3307016,48.8745933
Roberta,2.3865539,48.8329971
Café de la Nouvelle Mairie,2.3449023,48.8453998
Best of India,2.3575517,48.8798097
Le va et vient du Nord,2.3515017,48.891101
Le Rouge et le Verre,2.2874734,48.87891
Crêperie Le Petit Josselin,2.3255444,48.8419273
Chez Jeanne,2.3253196,48.8419425
Le Mistral Gagnant,2.3563957,48.8863988
Thai Yim2,2.3691548,48.8264604
Pizza Mia,2.3692541,48.8867265
Coutume,2.3183721,48.8516152
Maoz,2.3417271,48.8533928
Sree Krishna,2.3490676,48.8455569
Bistro Urbain,2.3556164,48.8749527
Grill Afro Akwaba,2.3841788,48.8936132
King Sandwich,2.3637026,48.866844
Crêperie Chez Georges,2.3637997,48.8667839
Aux Péchés Normands,2.3654407,48.8682886
Cascade de Chine,2.3179197,48.8920748
McDonald's,2.3802365,48.8574816
Pedzouille,2.3484438,48.8760629
La Buvette du Palais,2.3453212,48.8557667
Bambou,2.3425523,48.8456676
Les 4 Saisons,2.2798503,48.8466133
Brasserie du Théâtre,2.3193622,48.894695
Khanchi,2.3746853,48.8295957
La Grignotte,2.375227,48.829878
Garni,2.3227356,48.8866184
Breizh Café,2.3618156,48.8606307
Starbucks,2.3471539,48.8671746
Subway,2.3472388,48.8675814
Uma Nota,2.3505401,48.8667602
Maine Café,2.3222802,48.8378797
Le Gourbi,2.3219064,48.8286016
Le Procope,2.3387326,48.8530641
Oky Sushi,2.3864968,48.8739867
Jane Café,2.371765,48.8718265
Asian Touch,2.3710038,48.8726847
Alto,2.370468,48.8734037
Restaurant Istanbul,2.3701805,48.8729766
Le Mary Celeste,2.3650289,48.8617341
La Liberté,2.3247374,48.8409336
Noodle Corner,2.3646707,48.8537965
La Place Royale,2.3654914,48.8549123
Bonjour Viet Nam,2.3880327,48.87407
Mai Thai,2.3653667,48.8580971
Chez Zeyna,2.3583055,48.8889949
Quincy,2.3700997,48.8470631
Daily,2.3701595,48.847097
La Frégate,2.3702456,48.8471459
Torino,2.3708776,48.8474872
Yooki,2.3721992,48.8482384
Guilo Guilo,2.3369308,48.8860248
La Maison de Thé de Mademoiselle Li,2.2692969,48.8783485
L'Oxalys,2.3461669,48.891716
Sourire de Saïgon,2.3436342,48.8906054
Le Fontenoy,2.3472858,48.8911601
Les Petites Bulles,2.3481826,48.8904978
La Stella,2.3422403,48.8199349
She Ger,2.3665508,48.8654434
Monsieur,2.372983,48.8614479
Le Cosy,2.4025094,48.8447378
Le Trésor des Gourmets,2.4047983,48.8445374
Royal Tching Tao,2.3981862,48.8459189
Pizzeria Straciatella,2.4075011,48.846958
Zen Sushi,2.4096136,48.843117
Café Tournon,2.3371323,48.849503
Comme à la Maison,2.3602971,48.8193633
Grill Agora,2.3607627,48.8193706
Le Café Parisien,2.3514917,48.839773
La Divina,2.3664229,48.8641407
Ommanab,2.3686633,48.8472632
400 Degrés Pizzeria,2.368942,48.8551122
L'Anecdote,2.3690164,48.8470293
La Paulette,2.3635921,48.8624763
McDonald's,2.3699964,48.8540476
Le Bistrot de Lyon,2.3740238,48.8466386
Pizza Pronto,2.3571489,48.8199882
Il Suppli,2.3382308,48.8516756
Le Brazza,2.3285662,48.8517272
Au Sauvignon,2.3284815,48.852011
Aux Délices de Pekin,2.3747872,48.8467985
Tsuru,2.3424632,48.8438542
Maison de Gyros,2.3446538,48.8523071
La Cochonaille,2.3447186,48.8523535
Bambou Vert,2.3596195,48.8222822
Au Bon Coin,2.3376602,48.8929579
Sobane,2.3448931,48.8788007
Le Grand Bleu,2.3686542,48.8510597
Marcovaldo,2.3634669,48.8637283
Le Bistro champêtre,2.2846288,48.8454616
La maison des Cyclades,2.2846022,48.845815
Starbucks,2.2860727,48.8470091
Café Beaugrenelle,2.2854902,48.8464151
Il Seguito,2.3683245,48.8576256
Thaï Impérial,2.3684033,48.8573074
Tott Ori,2.3031742,48.8566728
Matcha,2.3568838,48.8649171
Chez Shen,2.3556662,48.8647148
Coin de Paradis,2.3557113,48.8647064
Au Régal Saint-Jacques,2.3357756,48.8325199
La Passerelle,2.3359202,48.8327344
Chef Asie,2.3358862,48.832684
Il Teatro,2.2855769,48.8471599
Lutetia,2.2854001,48.8471048
Kyoto,2.285089,48.8459685
Five Pizza Original,2.2848366,48.8459993
Al Solito Posto,2.3506021,48.8598586
Le Numide,2.3689699,48.8611575
Toritcho,2.3260648,48.8425193
Flam's,2.3280376,48.8756169
Good Time Resto,2.3235658,48.8395348
La Taverne de Zhao,2.3603509,48.8731075
Le Fleuve Rouge,2.3810866,48.8748375
Grill Istanbul,2.3442886,48.8767035
Subway,2.2913238,48.8852322
Café du Mogador,2.331751,48.876122
Douraku,2.3536832,48.8798133
Bagelstein,2.3441465,48.8672775
La Boca,2.3443873,48.8661212
Elgi,2.3448934,48.8656671
Chez Toye,2.3447206,48.8653889
New Osaka,2.34474,48.8653441
Les 3 Marmites,2.3860045,48.8689215
El Nopal,2.3651771,48.8777936
Le Paprika,2.3406458,48.8809875
Origin,2.3384291,48.876128
PeGast,2.3384548,48.8761937
Les Lutins,2.3384716,48.8762503
Délices Asiatiques,2.3510109,48.8389034
Marcel,2.3646742,48.872806
Le Charolais,2.3774714,48.8493078
Cave la Bourgogne,2.3497085,48.8392014
Papillon,2.3498724,48.8400466
Burger & Fries,2.3392252,48.8520562
McDonald's,2.32838,48.8754564
Pomme de Pain,2.3285619,48.8754384
Le Piquet,2.3003532,48.8509886
Au Bon Coin,2.3517955,48.8381318
Siam-orchidée,2.3486773,48.8387946
Le Gange,2.3810389,48.881873
Crêpe & Coffee,2.3808962,48.8832282
Good Pizza,2.3510083,48.8303304
Di NaPoli,2.2926478,48.8311978
Crêperie du Parc,2.3010817,48.8329686
Bangkok Express,2.2938569,48.8436153
L'Armandie,2.2988565,48.8418157
Songsan,2.2993419,48.8367519
Yoyo Suchi,2.2999886,48.837193
Les Vignes du Liban,2.3008123,48.8392782
Wasabi,2.2954369,48.8431037
Perchiana,2.2939852,48.8436199
Okito Wok,2.2985824,48.83697
Toyotomi,2.3411222,48.8312166
Naturellement,2.2967019,48.8437191
New Hoa Khoan,2.3633818,48.820803
Le Fleuve de Chine,2.3633918,48.82054
Sun Ly,2.3634931,48.8205631
Traiteur Délice Cadet,2.3443424,48.8763927
Le Bœuf Volant,2.320996,48.8841247
,2.3860308,48.8547918
Gourmet d'Asie,2.3856345,48.8548329
Mary,2.3193197,48.8860152
So Good Bagel,2.2871941,48.849091
Ya Lamaï,2.366468,48.8647652
Itacate,2.3424505,48.8615352
Santa Maria,2.3677689,48.8606121
Les Petites Canailles,2.3679772,48.8607123
Crêperie de Cluny,2.3442554,48.8521822
Hostellerie de l'Oie qui Fume,2.3443791,48.8520215
MONK La Taverne de Cluny,2.3438953,48.8515725
La Petite Hostellerie,2.344422,48.8520748
Le Chalet Saint-Michel,2.3442215,48.8518648
La Prégrille,2.3445533,48.8524723
Amorino,2.3457634,48.8530102
Maison de Gyros,2.3456985,48.8529435
Taverne Grecque,2.3462428,48.8528838
Fukushima,2.2900587,48.8535544
Samaya,2.2903128,48.8533015
Subway,2.2893594,48.8542704
Asteria,2.3458818,48.852891
Crêperie Saint-Michel,2.3453771,48.8530967
Häagen-Dazs,2.3449207,48.8532232
Il Gigolo,2.3460531,48.8528436
L'Auberge du Moulin,2.3454025,48.8530912
La Braserade,2.3458248,48.8529104
Le Bistrot 27,2.3452208,48.8530593
Le Souvlaki Athénien,2.3453279,48.8530349
Le Jardin du Roy,2.3450333,48.8531949
Maison de Gyros,2.3451752,48.853146
Symposium,2.3449244,48.8531071
Maison Blanche,2.3454331,48.8530259
Procope,2.3389945,48.8531325
Matsudo,2.3391817,48.8534841
Sushi Shop,2.3495778,48.8494708
Subway,2.317524,48.841447
Sushi Best,2.317449,48.841502
Le Bistrot,2.2880737,48.8533652
,2.3004771,48.8506165
L'Abreuvoir,2.2889178,48.8519408
Le Concert de Cuisine,2.2878252,48.8531583
Crêperie Génia,2.3446769,48.8528033
Crêperie La Petite Boucle,2.3444652,48.852119
Le Lac de l'Ouest,2.3446753,48.8528399
Rim Café,2.3445601,48.8526334
Pho Bida Viet Nam,2.3680684,48.8243545
Starbucks,2.3436518,48.8518878
Chez Lalla,2.347653,48.8957541
,2.347566,48.8957586
Les Prolongations,2.2937116,48.850159
Traiteur Ji Li,2.2938779,48.850119
Pizza Cesar,2.3381367,48.8540526
At Me Café,2.2909129,48.8527451
Le Refuge des Moines,2.3218705,48.8917666
Odori,2.2951925,48.8482224
Label Ferme,2.3479984,48.8709594
Feyrouz Côté Mer,2.2917529,48.850104
Manna,2.289758,48.8478257
Kyo,2.2896869,48.8477463
Annapurti,2.2883699,48.8459218
Le Blavet,2.2878488,48.8453388
La cabane,2.3191857,48.835792
Bioburger,2.3400657,48.8751006
Pizza di Loretta,2.3397356,48.8748884
Le Baron,2.3405971,48.8757351
RIM,2.3389313,48.8750444
Acropolis,2.3454656,48.8528174
Antalya,2.345156,48.8524768
Demi Lune,2.3448438,48.8525159
Flagrant Délice,2.3455175,48.8523811
Froburger,2.3454156,48.8523985
Hellenis,2.34544,48.8526936
Lengué Izakaya,2.3444041,48.8518297
L'Auberge Saint-Séverin,2.3450277,48.8525046
La Dolce Vita,2.3452198,48.8525154
La Luge,2.3444253,48.8525194
Le Bistrot 30,2.3449319,48.8525083
Le Bourbon,2.3452414,48.8526323
Le Latin,2.3451535,48.8525589
Le Marathon,2.3455883,48.8523556
Maison de Gyros,2.345102,48.8525232
Olympie,2.345356,48.8526255
Pan Asie,2.3448994,48.8524263
Pizza Loriana,2.3453925,48.8526532
Samina,2.3454086,48.8527658
Tampico,2.3453722,48.8527323
La Librairie,2.2779632,48.8564012
Guo Xin,2.3807805,48.8731212
La Feria,2.3881621,48.843782
Kintaro,2.3805544,48.8485041
Sejong,2.3274785,48.8721796
Le Y,2.3272917,48.8715853
Le Ballon des Ternes,2.2853562,48.8804973
La Cantine du Troquet,2.291223,48.882737
Rossini,2.3382995,48.8961398
La fille à Papa,2.3932777,48.8455733
Kotteri Ramen Naritake,2.3367639,48.8667163
L'Amiral Chicken,2.3417072,48.8253534
Le 58,2.3469965,48.8649626
Auberge Etchegorry,2.3505076,48.8322518
Seb Café,2.370295,48.827409
O Corcovado,2.3225589,48.8339437
La Mère Agitée,2.332213,48.839441
McDonald's,2.4107917,48.8474749
Rouge DO,2.3708418,48.8735547
Le 6 Bis,2.3313645,48.891065
Hamler's,2.3495877,48.8490054
Sushi Q,2.3021602,48.8454569
Le zizu's coffee,2.3512999,48.8461901
VG,2.3479815,48.8770585
Le Petit Olivier,2.3233385,48.847995
Au Bureau,2.2933619,48.8434408
La Jacobine,2.338943,48.8534312
Club des Poètes,2.3176186,48.858117
42 degrés,2.3489868,48.8776068
Ji Bai He,2.2928196,48.8316555
Toyotaka,2.3086797,48.8598677
L'Hydrophobe,2.344698,48.8347385
L'Angolo 42,2.3473661,48.8378572
Traiteur Italien,2.3157863,48.8280793
Café Fleurus,2.3320504,48.8470992
Christian Constant,2.3303298,48.8471409
Pizza Chic,2.3307201,48.8502142
Matchan,2.2893525,48.8484725
Délices,2.3724726,48.8461498
Muki Sushi,2.371742,48.8465954
Bouchon des Batignolles (BB 18),2.3290064,48.8903404
Bouchon des Batignolles (BB 17),2.3254273,48.8853024
Sakura,2.2993106,48.8803653
Café Coco,2.2976447,48.8855401
Korean Barbecue,2.3108394,48.8702188
Kokonor,2.3425685,48.8455223
Pdg Rive Gauche,2.33126,48.8536307
Au Rendez-vous de la Marine,2.3717518,48.8837279
Subway,2.369729,48.8846137
Palais du Wenzhou,2.3778259,48.8908952
Au 105,2.3781538,48.8471376
Burger King,2.3263845,48.8428691
Himalaya,2.3276454,48.8424505
Starbucks,2.2981124,48.8494586
Starbucks,2.3482181,48.858987
Planet Food,2.3253945,48.8236544
Restaurant Istanbul,2.3564266,48.8298598
Shambala,2.302663,48.8433447
Café des Peupliers,2.3528049,48.8239744
Papi Restaurant,2.3436798,48.8741108
Aux Petits Joueurs,2.3961626,48.8805026
McDonald's,2.3041019,48.8714523
Chez Toni,2.3246523,48.8321391
Kimura,2.3186526,48.8337258
Pizza e Fichi,2.3906633,48.8532271
Sushi House,2.3247528,48.8319258
Les Frangines,2.3195739,48.8347926
Chez Céleste,2.3755767,48.853376
Au Piment du Centre,2.3489633,48.8593576
Tokyo Beaubourg,2.349477,48.8593745
Sushi Wa,2.3499084,48.8591622
Pizza Sant' Antonio,2.3499751,48.8582675
Restaurant China,2.3512239,48.8586577
Le Second Empire,2.3518059,48.8584636
Restaurant Thai Classic,2.3491693,48.8594409
Churrasco Galo,2.3478333,48.881566
Blackburn,2.3567986,48.8708417
,2.3456091,48.8667035
La Crêpe Dentelle,2.3465111,48.8665265
Zouzou,2.3465774,48.8665024
Comme au Vietnam,2.3570095,48.8295801
O'Tacos,2.3718441,48.827498
Go Sushi,2.3024789,48.8726851
Autour d'un Verre,2.3451402,48.8737471
La Bontendrie,2.3449978,48.8731623
Chez Papa,2.3425842,48.8705878
Il était un square...,2.3479849,48.8310133
Hwarang,2.3507215,48.8362085
La Maison Thaï,2.3613459,48.8914978
Cheezer,2.3544604,48.8304902
Otakuni,2.3543356,48.8303294
Pizza Italie,2.3538796,48.8301931
Ankka Boétie,2.3160851,48.8740637
Subway,2.3159522,48.874226
"Aux Délices d'Asie, restaurant traiteur",2.3606106,48.8550776
Imperial House,2.3613316,48.8549172
Subway,2.3624454,48.8544579
Cru,2.3611419,48.8538565
Shinjuku Sushi,2.3621825,48.8539037
,2.3435952,48.8679005
,2.299759,48.887798
Prima Verde,2.3177002,48.8735748
Les Provinces,2.3784984,48.8493157
Chez Fred,2.289748,48.881199
En Face,2.288868,48.881679
Villa des Ternes,2.2888029,48.8817444
Paris XVII,2.288547,48.881961
Kim,2.3740626,48.8464695
Gladiatore,2.3688607,48.8312746
Sushi Zen,2.3477981,48.8295989
Le Bistrot Gourmand,2.2894685,48.8814404
Dessirier,2.2963979,48.8848466
Fuji Tomi,2.2934886,48.8832548
The Sandwicherie,2.3467604,48.8359585
